"medication","medication_definition_id","indications","rxcui","score","rank","nAtoms","name","synonym","tty","language","suppress","umlscui","ttypriority"
"Sabril 500 MG Oral Packet",154889,2,860895,67,1,7,"Vigabatrin 500 MG Oral Tablet [Sabril]","Sabril 500 MG Oral Tablet","SBD","ENG","N","C2719722",2
"Safyral 3-0.03-0.451 MG Oral Tablet",160654,2,1050494,75,1,14,"{21 (drospirenone 3 MG / Ethinyl Estradiol 0.03 MG / levomefolate calcium 0.451 MG Oral Tablet) / 7 (levomefolate calcium 0.451 MG Oral Tablet) } Pack [Safyral 28 Day]","Safyral 28 Day Pack","BPCK","ENG","N","C2955539",12
"Saline 0.9 % Solution",101505,3,313000,80,1,3,"Sodium Chloride 0.154 MEQ/ML Nasal Solution","NaCl 0.154 MEQ/ML Nasal Solution","SCD","ENG","N","C0980217",1
"Saline Nasal Spray 0.65 % Nasal Solution",20598,7,707251,75,1,4,"Sodium Chloride 0.111 MEQ/ML Nasal Spray","NaCl 0.111 MEQ/ML Nasal Spray","SCD","ENG","N","C1329522",1
"SandoSTATIN LAR Depot 30 MG Intramuscular Kit",24829,1,898603,67,1,5,"Octreotide 12 MG/ML Injectable Suspension [Sandostatin]","Sandostatin 12 MG/ML Injectable Suspension","SBD","ENG","N","C1171297",2
"Savella 25 MG Oral Tablet",152026,1,833149,100,1,12,"Milnacipran hydrochloride 25 MG Oral Tablet [Savella]","Savella 25 MG Oral Tablet","SBD","ENG","N","C2608694",2
"Savella 50 MG Oral Tablet",152018,1,833146,100,1,12,"Milnacipran hydrochloride 50 MG Oral Tablet [Savella]","Savella 50 MG Oral Tablet","SBD","ENG","N","C2608691",2
"Savella Titration Pack 12.5 & 25 & 50 MG Oral Miscellaneous",151985,1,833143,45,1,8,"Milnacipran hydrochloride 12.5 MG Oral Tablet [Savella]","Savella 12.5 MG Oral Tablet","SBD","ENG","N","C2608688",2
"Seasonique 0.15-0.03 &0.01 MG Oral Tablet",134185,6,749762,45,3,13,"{7 (Ethinyl Estradiol 0.01 MG Oral Tablet) / 84 (Ethinyl Estradiol 0.03 MG / Levonorgestrel 0.15 MG Oral Tablet) } Pack [Seasonique]","Seasonique 91 Day Pack","BPCK","ENG","N","C1962572",12
"Sebulex 2-2 % External Shampoo",17737,1,210180,80,1,10,"Salicylic Acid 20 MG/ML / Sulfur 20 MG/ML Medicated Shampoo [Sebulex]","Sebulex (salicylic acid 2 % / sulfur 2 % ) Medicated Shampoo","SBD","ENG","N","C0712026",2
"Selenium Sulfide 1 % External Lotion",128937,1,204642,80,1,7,"selenium sulfide 10 MG/ML Medicated Shampoo","selenium sulfide 1 % Lotion Shampoo","SCD","ENG","N","C0691824",1
"Selenium Sulfide 2.5 % External Lotion",115357,1,238600,83,1,18,"selenium sulfide 25 MG/ML Medicated Shampoo","selenium sulfide 2.5 % Lotion Shampoo","SCD","ENG","N","C0775034",1
"Senna 15 MG Oral Tablet",138705,1,200162,100,1,4,"sennosides, USP 15 MG Oral Tablet","","SCD","ENG","N","C0694064",1
"Senna 8.6 MG Oral Capsule",141608,2,312935,71,1,5,"sennosides, USP 8.6 MG Oral Tablet","","SCD","ENG","N","C0980141",1
"Senna 8.6 MG Oral Tablet",22978,2,312935,100,1,5,"sennosides, USP 8.6 MG Oral Tablet","","SCD","ENG","N","C0980141",1
"Senna 8.6-50 MG Oral Tablet",115013,1,312935,86,1,5,"sennosides, USP 8.6 MG Oral Tablet","","SCD","ENG","N","C0980141",1
"Senna 8.8 MG/5ML Oral Syrup",98211,1,702311,100,1,6,"sennosides, USP 1.76 MG/ML Oral Solution","sennosides, USP 8.8 MG per 5 ML Oral Solution","SCD","ENG","N","C1878422",1
"Senna-Docusate Sodium 8.6-50 MG Oral Tablet",101214,2,998740,100,1,6,"Docusate Sodium 50 MG / sennosides, USP 8.6 MG Oral Tablet","DOSS Sodium 50 MG / sennosides, USP 8.6 MG Oral Tablet","SCD","ENG","N","C2920650",1
"Senna-S 8.6-50 MG Oral Tablet",100340,1,998740,89,1,7,"Docusate Sodium 50 MG / sennosides, USP 8.6 MG Oral Tablet","DOSS Sodium 50 MG / sennosides, USP 8.6 MG Oral Tablet","SCD","ENG","N","C2920650",1
"Senokot 8.6 MG Oral Tablet",20691,1,404186,100,1,8,"sennosides, USP 8.6 MG Oral Tablet [Senokot]","Senokot 8.6 MG Oral Tablet","SBD","ENG","N","C1329390",2
"Serevent Diskus 50 MCG/DOSE Inhalation Aerosol Powder Breath Activated",24235,1,866049,55,2,8,"60 ACTUAT salmeterol 0.05 MG/ACTUAT Dry Powder Inhaler [Serevent]","60 ACTUAT Serevent 0.05 MG/ACTUAT Dry Powder Inhaler","SBD","ENG","N","C2723057",2
"SEROquel 100 MG Oral Tablet",30026,14,153639,100,1,9,"quetiapine 100 MG Oral Tablet [Seroquel]","Seroquel 100 MG Oral Tablet","SBD","ENG","N","C0595231",2
"SEROquel 200 MG Oral Tablet",24078,5,153640,100,1,10,"quetiapine 200 MG Oral Tablet [Seroquel]","Seroquel 200 MG Oral Tablet","SBD","ENG","N","C0595232",2
"SEROquel 25 MG Oral Tablet",30025,24,153638,100,1,10,"quetiapine 25 MG Oral Tablet [Seroquel]","Seroquel 25 MG Oral Tablet","SBD","ENG","N","C0595230",2
"SEROquel 300 MG Oral Tablet",98355,10,284509,100,1,9,"quetiapine 300 MG Oral Tablet [Seroquel]","Seroquel 300 MG Oral Tablet","SBD","ENG","N","C0939099",2
"SEROquel 400 MG Oral Tablet",133226,8,616485,100,1,8,"quetiapine 400 MG Oral Tablet [Seroquel]","Seroquel 400 MG Oral Tablet","SBD","ENG","N","C1698500",2
"SEROquel 50 MG Oral Tablet",133390,20,616489,100,1,8,"quetiapine 50 MG Oral Tablet [Seroquel]","Seroquel 50 MG Oral Tablet","SBD","ENG","N","C1695418",2
"SEROquel XR 150 MG Oral Tablet Extended Release 24 Hour",150128,6,895671,100,1,8,"24 HR quetiapine 150 MG Extended Release Oral Tablet [Seroquel]","24 HR Seroquel 150 MG Extended Release Oral Tablet","SBD","ENG","N","C2731596",2
"SEROquel XR 200 MG Oral Tablet Extended Release 24 Hour",137196,4,721793,100,1,8,"24 HR quetiapine 200 MG Extended Release Oral Tablet [Seroquel]","24 HR Seroquel 200 MG Extended Release Oral Tablet","SBD","ENG","N","C1949282",2
"SEROquel XR 300 MG Oral Tablet Extended Release 24 Hour",137214,5,721795,100,1,8,"24 HR quetiapine 300 MG Extended Release Oral Tablet [Seroquel]","24 HR Seroquel 300 MG Extended Release Oral Tablet","SBD","ENG","N","C1949284",2
"SEROquel XR 400 MG Oral Tablet Extended Release 24 Hour",137000,5,721797,100,1,8,"24 HR quetiapine 400 MG Extended Release Oral Tablet [Seroquel]","24 HR Seroquel 400 MG Extended Release Oral Tablet","SBD","ENG","N","C1949286",2
"SEROquel XR 50 MG Oral Tablet Extended Release 24 Hour",150127,7,853202,100,1,8,"24 HR quetiapine 50 MG Extended Release Oral Tablet [Seroquel]","24 HR Seroquel 50 MG Extended Release Oral Tablet","SBD","ENG","N","C2702062",2
"Sertraline HCl 100 MG Oral Tablet",134600,30,312938,100,1,31,"Sertraline 100 MG Oral Tablet","sertraline (as sertraline hydrochloride) 100 MG Oral Tablet","SCD","ENG","N","C0980146",1
"Sertraline HCl 20 MG/ML Oral Concentrate",134629,1,861064,100,1,15,"Sertraline 20 MG/ML Oral Solution","sertraline (as sertraline hydrochloride) 20 MG/ML Concentrate for Oral Solution","SCD","ENG","N","C0980147",1
"Sertraline HCl 25 MG Oral Tablet",134658,21,312940,100,1,29,"Sertraline 25 MG Oral Tablet","sertraline (as sertraline hydrochloride) 25 MG Oral Tablet","SCD","ENG","N","C0980148",1
"Sertraline HCl 50 MG Oral Tablet",134601,21,312941,100,1,36,"Sertraline 50 MG Oral Tablet","sertraline (as sertraline hydrochloride) 50 MG Oral Tablet","SCD","ENG","N","C0980150",1
"Sildec PE-DM 12.5-4-15 MG/5ML Oral Syrup",134014,1,831586,64,1,1,"Brompheniramine 0.8 MG/ML / Dextromethorphan 3 MG/ML / Phenylephrine 2.5 MG/ML Oral Solution","","SCD","ENG","N","C1633781",1
"Silver Sulfadiazine 1 % External Cream",17781,6,106351,80,1,17,"Silver Sulfadiazine 10 MG/ML Topical Cream","silver sulfadiazine 1 % Topical Cream","SCD","ENG","N","C0358151",1
"Simcor 1000-20 MG Oral Tablet Extended Release 24 Hour",139679,2,763228,91,1,9,"24 HR Niacin 1000 MG / Simvastatin 20 MG Extended Release Oral Tablet [Simcor]","Simcor 1000/20 24 HR Extended Release Oral Tablet","SBD","ENG","N","C2242230",2
"Simcor 500-20 MG Oral Tablet Extended Release 24 Hour",139674,2,763232,91,1,8,"24 HR Niacin 500 MG / Simvastatin 20 MG Extended Release Oral Tablet [Simcor]","Simcor 500/20 24 HR Extended Release Oral Tablet","SBD","ENG","N","C2242234",2
"Simcor 500-40 MG Oral Tablet Extended Release 24 Hour",158914,1,999946,91,1,9,"24 HR Niacin 500 MG / Simvastatin 40 MG Extended Release Oral Tablet [Simcor]","Simcor 500/40 24 HR Extended Release Oral Tablet","SBD","ENG","N","C2926692",2
"Simcor 750-20 MG Oral Tablet Extended Release 24 Hour",139662,1,763236,91,1,8,"24 HR Niacin 750 MG / Simvastatin 20 MG Extended Release Oral Tablet [Simcor]","Simcor 750/20 24 HR Extended Release Oral Tablet","SBD","ENG","N","C2242238",2
"Simethicone 125 MG Oral Tablet Chewable",20911,1,314221,100,1,6,"Simethicone 125 MG Chewable Tablet","","SCD","ENG","N","C0981724",1
"Simethicone 40 MG/0.6ML Oral Suspension",17784,1,198857,100,1,16,"Simethicone 66.7 MG/ML Oral Suspension","simethicone 20 MG per 0.3 ML Oral Suspension","SCD","ENG","N","C0691834",1
"Simethicone 80 MG Oral Tablet Chewable",17783,4,314216,100,1,17,"Simethicone 80 MG Chewable Tablet","","SCD","ENG","N","C0981717",1
"Simply Saline 0.9 % Nasal Aerosol Solution",142035,1,352148,63,1,5,"Sodium Chloride 0.154 MEQ/ML Nasal Spray [Simply Saline]","Simply Saline 0.9 % Nasal Spray","SBD","ENG","N","C1169762",2
"Simponi 50 MG/0.5ML Subcutaneous Solution",152092,4,848164,100,1,9,"0.5 ML golimumab 100 MG/ML Prefilled Syringe [Simponi]","0.5 ML Simponi 100 MG/ML Prefilled Syringe","SBD","ENG","N","C2684027",2
"Simvastatin 10 MG Oral Tablet",134076,5,314231,100,1,13,"Simvastatin 10 MG Oral Tablet","","SCD","ENG","N","C0981738",1
"Simvastatin 20 MG Oral Tablet",134037,7,312961,100,1,17,"Simvastatin 20 MG Oral Tablet","","SCD","ENG","N","C0980170",1
"Simvastatin 40 MG Oral Tablet",134050,11,198211,100,1,18,"Simvastatin 40 MG Oral Tablet","","SCD","ENG","N","C0690321",1
"Simvastatin 5 MG Oral Tablet",134079,3,312962,100,1,14,"Simvastatin 5 MG Oral Tablet","","SCD","ENG","N","C0980171",1
"Simvastatin 80 MG Oral Tablet",134088,7,200345,100,1,15,"Simvastatin 80 MG Oral Tablet","","SCD","ENG","N","C0694372",1
"Simvastatin TABS",134458,1,373888,67,1,1,"Simvastatin Oral Tablet","","SCDF","ENG","N","C1247958",3
"Sinemet CR 50-200 MG Oral Tablet Extended Release",21526,1,834341,91,1,10,"Carbidopa 50 MG / Levodopa 200 MG Extended Release Oral Tablet [Sinemet]","Sinemet 50-200 Extended Release Oral Tablet","SBD","ENG","N","C0714951",2
"Singulair 10 MG Oral Tablet",30224,16,153892,100,1,18,"montelukast 10 MG Oral Tablet [Singulair]","Singulair 10 MG Oral Tablet","SBD","ENG","N","C0595730",2
"Singulair 4 MG Oral Packet",112608,4,404406,67,1,7,"montelukast 4 MG Oral Granules [Singulair]","Singulair 4 MG Oral Granules","SBD","ENG","N","C1329611",2
"Singulair 4 MG Oral Tablet Chewable",31712,7,261367,100,1,13,"montelukast 4 MG Chewable Tablet [Singulair]","Singulair 4 MG Chewable Tablet","SBD","ENG","N","C0875863",2
"Singulair 5 MG Oral Tablet Chewable",24311,9,153893,100,1,15,"montelukast 5 MG Chewable Tablet [Singulair]","Singulair 5 MG Chewable Tablet","SBD","ENG","N","C0595731",2
"Slow Iron 160 (50 Fe) MG Oral Tablet Extended Release",155509,1,210095,91,1,7,"ferrous sulfate 160 MG Extended Release Oral Tablet [Slow-Fe]","FESO4 160 MG Extended Release Oral Tablet [Slow-Fe]","SBD","ENG","N","C0711932",2
"SMZ-TMP DS 800-160 MG Oral Tablet",101357,6,198335,89,1,2,"Sulfamethoxazole 800 MG / Trimethoprim 160 MG Oral Tablet","SMX 800 MG / TMP 160 MG Oral Tablet","SCD","ENG","N","C0690675",1
"Sodium Bicarbonate 650 MG Oral Tablet",17915,7,198861,100,1,18,"Sodium Bicarbonate 650 MG Oral Tablet","NaHCO3 650 MG Oral Tablet","SCD","ENG","N","C0691839",1
"Sodium Chloride (Inhalant) 7 % Inhalation Nebulization Solution",161534,1,706943,71,1,5,"Sodium Chloride 1.2 MEQ/ML Inhalant Solution","NaCl 1.2 MEQ/ML Inhalant Solution","SCD","ENG","N","C1948915",1
"Sodium Chloride 0.65 % Nasal Solution",98589,1,707329,100,1,8,"Sodium Chloride 0.111 MEQ/ML Nasal Solution","NaCl 0.111 MEQ/ML Nasal Solution","SCD","ENG","N","C0714062",1
"Sodium Chloride 1 GM Oral Tablet",20964,1,313009,100,1,9,"Sodium Chloride 1000 MG Oral Tablet","NaCl 1000 MG Oral Tablet","SCD","ENG","N","C0980228",1
"Sodium Chloride 2.5 MEQ/ML Injection Solution",17917,2,313012,78,1,10,"Sodium Chloride 2.5 MEQ/ML Injectable Solution","NaCl 2.5 MEQ/ML Injectable Solution","SCD","ENG","N","C0980232",1
"Sodium Chloride 3 % Inhalation Nebulization Solution",17922,1,724590,83,1,3,"Sodium Chloride 0.513 MEQ/ML Inhalant Solution","NaCl 0.513 MEQ/ML Inhalant Solution","SCD","ENG","N","C0772695",1
"Sodium Polystyrene Sulfonate Oral Powder",17938,3,313072,83,1,8,"Sodium polystyrene sulfonate 250 MG/ML Oral Suspension","sodium polystyrene sulfonate 15 GM per 60 ML Oral Suspension","SCD","ENG","N","C0980300",1
"Solu-CORTEF 100 MG Injection Solution Reconstituted",17954,2,105398,63,1,15,"Hydrocortisone 50 MG/ML Injectable Solution [Solu-Cortef]","Solu-Cortef 50 MG/ML Injectable Solution","SBD","ENG","N","C0356444",2
"Soma 250 MG Oral Tablet",138194,1,730918,100,1,10,"Carisoprodol 250 MG Oral Tablet [Soma]","Soma 250 MG Oral Tablet","SBD","ENG","N","C1964831",2
"Soma 350 MG Oral Tablet",17963,1,213695,100,1,8,"Carisoprodol 350 MG Oral Tablet [Soma]","Soma 350 MG Oral Tablet","SBD","ENG","N","C0716812",2
"Somatuline Depot 120 MG/0.5ML Subcutaneous Solution",138303,1,749816,100,1,7,"0.5 ML lanreotide 240 MG/ML Prefilled Syringe [Somatuline]","Somatuline Depot 120 MG per 0.5 ML Prefilled Syringe","SBD","ENG","N","C1967444",2
"Sotalol HCl (AF) 120 MG Oral Tablet",113644,1,904567,100,1,2,"Sotalol Hydrochloride 120 MG Oral Tablet","","SCD","ENG","N","C0875129",1
"Sotalol HCl (AF) 80 MG Oral Tablet",113737,1,904601,100,1,2,"Sotalol Hydrochloride 80 MG Oral Tablet","","SCD","ENG","N","C0874718",1
"Sotalol HCl 120 MG Oral Tablet",97651,1,904567,100,1,18,"Sotalol Hydrochloride 120 MG Oral Tablet","","SCD","ENG","N","C0875129",1
"Sotalol HCl 160 MG Oral Tablet",97612,1,904579,100,1,19,"Sotalol Hydrochloride 160 MG Oral Tablet","","SCD","ENG","N","C0874720",1
"Sotalol HCl 80 MG Oral Tablet",97614,3,904601,100,1,28,"Sotalol Hydrochloride 80 MG Oral Tablet","","SCD","ENG","N","C0874718",1
"Speech Therapy",139707,1,1049101,33,1,1,"Oxy Hydrating Therapy","","BN","ENG","N","C2954880",5
"Spiriva HandiHaler 18 MCG Inhalation Capsule",114843,6,580261,83,1,12,"tiotropium 0.018 MG/ACTUAT Inhalant Powder [Spiriva]","Spiriva 18 MCG/ACTUAT Inhalant Powder","SBD","ENG","N","C1613232",2
"Spironolactone 100 MG Oral Tablet",19840,5,198222,100,1,18,"Spironolactone 100 MG Oral Tablet","","SCD","ENG","N","C0690395",1
"Spironolactone 25 MG Oral Tablet",18146,17,313096,100,1,25,"Spironolactone 25 MG Oral Tablet","","SCD","ENG","N","C0980346",1
"Spironolactone 50 MG Oral Tablet",19841,9,198223,100,1,14,"Spironolactone 50 MG Oral Tablet","","SCD","ENG","N","C0690397",1
"Spironolactone-HCTZ 25-25 MG Oral Tablet",21298,1,198224,88,1,15,"Hydrochlorothiazide 25 MG / Spironolactone 25 MG Oral Tablet","HCTZ 25 MG / spironolactone 25 MG Oral Tablet","SCD","ENG","N","C0690398",1
"Sprintec 28 0.25-35 MG-MCG Oral Tablet",101566,6,753481,89,1,8,"{21 (Ethinyl Estradiol 0.035 MG / norgestimate 0.25 MG Oral Tablet) / 7 (Inert Ingredients 1 MG Oral Tablet) } Pack [Sprintec 28 Day]","Sprintec 28 Day Pack","BPCK","ENG","N","C1815687",12
"Stalevo 100 25-100-200 MG Oral Tablet",113673,1,404552,80,1,9,"Carbidopa 25 MG / entacapone 200 MG / Levodopa 100 MG Oral Tablet [Stalevo]","Stalevo 100 Oral Tablet","SBD","ENG","N","C1329757",2
"Stalevo 125 31.25-125-200 MG Oral Tablet",149354,1,810087,82,1,8,"Carbidopa 31.25 MG / entacapone 200 MG / Levodopa 125 MG Oral Tablet [Stalevo]","Stalevo 125 Oral Tablet","SBD","ENG","N","C2366428",2
"Stalevo 150 37.5-150-200 MG Oral Tablet",114030,1,404553,82,1,8,"Carbidopa 37.5 MG / entacapone 200 MG / Levodopa 150 MG Oral Tablet [Stalevo]","Stalevo 150 Oral Tablet","SBD","ENG","N","C1329758",2
"Stalevo 200 50-200-200 MG Oral Tablet",138265,1,730992,80,1,9,"Carbidopa 50 MG / entacapone 200 MG / Levodopa 200 MG Oral Tablet [Stalevo]","Stalevo 200 Oral Tablet","SBD","ENG","N","C1965114",2
"Stalevo 50 12.5-50-200 MG Oral Tablet",114198,1,404551,82,1,8,"Carbidopa 12.5 MG / entacapone 200 MG / Levodopa 50 MG Oral Tablet [Stalevo]","Stalevo 50 Oral Tablet","SBD","ENG","N","C1329756",2
"Stalevo 75 18.75-75-200 MG Oral Tablet",149353,1,810094,82,1,8,"Carbidopa 18.75 MG / entacapone 200 MG / Levodopa 75 MG Oral Tablet [Stalevo]","Stalevo 75 Oral Tablet","SBD","ENG","N","C2366434",2
"Stavudine 20 MG Oral Capsule",150017,1,313108,100,1,15,"Stavudine 20 MG Oral Capsule","D4T 20 MG Oral Capsule","SCD","ENG","N","C0980360",1
"Stavudine 40 MG Oral Capsule",150019,1,313110,100,1,18,"Stavudine 40 MG Oral Capsule","D4T 40 MG Oral Capsule","SCD","ENG","N","C0980362",1
"Strattera 10 MG Oral Capsule",104253,4,352317,100,1,10,"atomoxetine 10 MG Oral Capsule [Strattera]","Strattera 10 MG Oral Capsule","SBD","ENG","N","C1169940",2
"Strattera 100 MG Oral Capsule",133211,1,617945,100,1,7,"atomoxetine 100 MG Oral Capsule [Strattera]","Strattera 100 MG Oral Capsule","SBD","ENG","N","C1696576",2
"Strattera 18 MG Oral Capsule",104256,4,352318,100,1,11,"atomoxetine 18 MG Oral Capsule [Strattera]","Strattera 18 MG Oral Capsule","SBD","ENG","N","C1169941",2
"Strattera 25 MG Oral Capsule",104254,4,352319,100,1,13,"atomoxetine 25 MG Oral Capsule [Strattera]","Strattera 25 MG Oral Capsule","SBD","ENG","N","C1169942",2
"Strattera 40 MG Oral Capsule",104255,5,352320,100,1,13,"atomoxetine 40 MG Oral Capsule [Strattera]","Strattera 40 MG Oral Capsule","SBD","ENG","N","C1169943",2
"Strattera 60 MG Oral Capsule",104257,1,352321,100,1,10,"atomoxetine 60 MG Oral Capsule [Strattera]","Strattera 60 MG Oral Capsule","SBD","ENG","N","C1169944",2
"Strattera 80 MG Oral Capsule",133253,4,617947,100,1,9,"atomoxetine 80 MG Oral Capsule [Strattera]","Strattera 80 MG Oral Capsule","SBD","ENG","N","C1695987",2
"Stromectol 3 MG Oral Tablet",25297,1,261314,100,1,7,"Ivermectin 3 MG Oral Tablet [Stromectol]","Stromectol 3 MG Oral Tablet","SBD","ENG","N","C0875804",2
"Sucralfate 1 GM Oral Tablet",26481,4,314234,100,1,11,"Sucralfate 1000 MG Oral Tablet","sucralfate 1 GM Oral Tablet","SCD","ENG","N","C0981742",1
"Sucralfate 1 GM/10ML Oral Suspension",26480,1,313123,100,1,12,"Sucralfate 100 MG/ML Oral Suspension","sucralfate 1 GM per 10 ML Oral Suspension","SCD","ENG","N","C0980385",1
"Sudafed 12 Hour 120 MG Oral Tablet Extended Release 12 Hour",114867,2,1049668,82,1,7,"12 HR Pseudoephedrine Hydrochloride 120 MG Extended Release Oral Tablet [Sudafed]","12 HR Sudafed 120 MG Extended Release Oral Tablet","SBD","ENG","N","C0714352",2
"Sular 34 MG Oral Tablet Extended Release 24 Hour",142315,1,763591,100,1,5,"24 HR Nisoldipine 34 MG Extended Release Oral Tablet [Sular]","24 HR Sular 34 MG Extended Release Oral Tablet","SBD","ENG","N","C2242409",2
"Sulfamethoxazole-TMP DS 800-160 MG Oral Tablet",18240,73,198335,89,1,2,"Sulfamethoxazole 800 MG / Trimethoprim 160 MG Oral Tablet","SMX 800 MG / TMP 160 MG Oral Tablet","SCD","ENG","N","C0690675",1
"Sulfamethoxazole-Trimethoprim 200-40 MG/5ML Oral Suspension",24332,21,313134,90,1,8,"Sulfamethoxazole 40 MG/ML / Trimethoprim 8 MG/ML Oral Suspension","SMX 40 MG/ML / TMP 8 MG/ML Oral Suspension","SCD","ENG","N","C0980399",1
"Sulfamethoxazole-Trimethoprim 400-80 MG Oral Tablet",21667,9,198334,88,1,26,"Sulfamethoxazole 400 MG / Trimethoprim 80 MG Oral Tablet","SMX 400 MG / TMP 80 MG Oral Tablet","SCD","ENG","N","C0690673",1
"Sulfamethoxazole-Trimethoprim 800-160 MG/20ML Oral Suspension",146710,2,313134,82,1,4,"Sulfamethoxazole 40 MG/ML / Trimethoprim 8 MG/ML Oral Suspension","SMX 40 MG/ML / TMP 8 MG/ML Oral Suspension","SCD","ENG","N","C0980399",1
"SulfaSALAzine 500 MG Oral Tablet",21669,9,198232,100,1,21,"Sulfasalazine 500 MG Oral Tablet","","SCD","ENG","N","C0690424",1
"SulfaSALAzine 500 MG Oral Tablet Delayed Release",100228,3,313142,100,1,10,"Sulfasalazine 500 MG Delayed Release Oral Tablet","","SCD","ENG","N","C1623075",1
"SUMAtriptan 20 MG/ACT Nasal Solution",150155,1,314227,71,1,13,"Sumatriptan 20 MG/ACTUAT Nasal Spray","Sumatriptan 20 MG/0.1 ML Nasal Spray","SCD","ENG","N","C0981730",1
"SUMAtriptan Succinate 100 MG Oral Tablet",150156,8,313160,100,1,17,"Sumatriptan 100 MG Oral Tablet","sumatriptan 100 MG (sumatriptan succinate 140 MG) Oral Tablet","SCD","ENG","N","C0980429",1
"SUMAtriptan Succinate 25 MG Oral Tablet",150157,6,315223,100,1,18,"Sumatriptan 25 MG Oral Tablet","sumatriptan 25 MG (sumatriptan succinate 35 MG) Oral Tablet","SCD","ENG","N","C0982892",1
"SUMAtriptan Succinate 50 MG Oral Tablet",150158,7,313161,100,1,18,"Sumatriptan 50 MG Oral Tablet","sumatriptan 50 MG (as sumatriptan succinate 70 MG) Oral Tablet","SCD","ENG","N","C0980430",1
"Suprax 100 MG/5ML Oral Suspension Reconstituted",6544,2,1373016,75,1,6,"Cefixime 100 MG/ML Oral Suspension [Suprax]","Suprax 100 MG/ML Oral Suspension","SBD","ENG","N","C3538540",2
"Suprax 200 MG/5ML Oral Suspension Reconstituted",137125,1,705008,78,1,7,"Cefixime 40 MG/ML Oral Suspension [Suprax]","Suprax 40 MG/ML Oral Suspension","SBD","ENG","N","C1948360",2
"Suprax 400 MG Oral Tablet",22154,6,213927,100,1,12,"Cefixime 400 MG Oral Tablet [Suprax]","Suprax 400 MG Oral Tablet","SBD","ENG","N","C0717078",2
"Sustiva 200 MG Oral Capsule",24665,1,213390,100,1,7,"efavirenz 200 MG Oral Capsule [Sustiva]","Sustiva 200 MG Oral Capsule","SBD","ENG","N","C0716424",2
"Sustiva 600 MG Oral Tablet",100494,1,352143,100,1,8,"efavirenz 600 MG Oral Tablet [Sustiva]","Sustiva 600 MG Oral Tablet","SBD","ENG","N","C1169757",2
"Sutent 12.5 MG Oral Capsule",133362,2,616283,100,1,10,"sunitinib 12.5 MG Oral Capsule [Sutent]","Sutent 12.5 MG Oral Capsule","SBD","ENG","N","C1696145",2
"Symbicort 160-4.5 MCG/ACT Inhalation Aerosol",137028,8,1246306,70,1,5,"120 ACTUAT Budesonide 0.16 MG/ACTUAT / formoterol fumarate 0.0045 MG/ACTUAT Metered Dose Inhaler [Symbicort]","Symbicort 160/4.5 Metered Dose Inhaler, 120 ACTUAT","SBD","ENG","N","C1876887",2
"Symbicort 80-4.5 MCG/ACT Inhalation Aerosol",136865,4,1246290,70,1,5,"120 ACTUAT Budesonide 0.08 MG/ACTUAT / formoterol fumarate 0.0045 MG/ACTUAT Metered Dose Inhaler [Symbicort]","Symbicort 80/4.5 Metered Dose Inhaler, 120 ACTUAT","SBD","ENG","N","C1876888",2
